timestamp,value
10-03-2018 12,4.4
10-03-2018 13,4.41
10-03-2018 14,3.16
10-03-2018 15,2.75
10-03-2018 16,4.79
10-03-2018 17,4.42
10-03-2018 18,5.28
10-03-2018 19,4.25
10-03-2018 20,4.64
10-03-2018 21,2.12
10-03-2018 22,0.55
10-03-2018 23,0.53
11-03-2018 0,0.34
11-03-2018 1,1.31
11-03-2018 2,1.1
11-03-2018 3,0.89
11-03-2018 4,0.88
11-03-2018 5,4.24
11-03-2018 6,5.71
11-03-2018 7,5.24
11-03-2018 8,5.29
11-03-2018 9,4.81
11-03-2018 10,5.64
11-03-2018 11,4.53
11-03-2018 12,5.39
11-03-2018 13,5.53
11-03-2018 14,4.45
11-03-2018 15,7.66
11-03-2018 16,4.94
11-03-2018 17,4.42
11-03-2018 18,3.49
11-03-2018 19,3.95
11-03-2018 20,6.73
11-03-2018 21,5.61
11-03-2018 22,1.76
11-03-2018 23,0.4
12-03-2018 0,1.25
12-03-2018 1,0.77
12-03-2018 2,1.93
12-03-2018 3,3.55
12-03-2018 4,5.68
12-03-2018 5,3.66
12-03-2018 6,3.25
12-03-2018 7,3.8
12-03-2018 8,0.24
12-03-2018 9,0.2
12-03-2018 10,0.44
12-03-2018 11,1.72
12-03-2018 12,2.38
12-03-2018 13,3.88
12-03-2018 14,3.48
12-03-2018 15,3.6
12-03-2018 16,3.15
12-03-2018 17,3.09
12-03-2018 18,5.79
12-03-2018 19,6.63
12-03-2018 20,3.52
12-03-2018 21,1.51
12-03-2018 22,4.76
12-03-2018 23,3.34
13-03-2018 0,3.39
13-03-2018 1,4.34
13-03-2018 2,4.26
13-03-2018 3,3.61
13-03-2018 4,2.81
13-03-2018 5,5.74
13-03-2018 6,5.57
13-03-2018 7,6.28
13-03-2018 8,0.9
13-03-2018 9,1.02
13-03-2018 10,1.89
13-03-2018 11,1.5
13-03-2018 12,1.21
13-03-2018 13,3.97
13-03-2018 14,4.3
13-03-2018 15,3.99
13-03-2018 16,5.91
13-03-2018 17,2.98
13-03-2018 18,4.1
13-03-2018 19,2.35
13-03-2018 20,1.93
13-03-2018 21,3.13
13-03-2018 22,3.72
13-03-2018 23,4.87
14-03-2018 0,4.85
14-03-2018 1,3.54
14-03-2018 2,5
14-03-2018 3,6.59
14-03-2018 4,4.7
14-03-2018 5,4.25
14-03-2018 6,4.31
14-03-2018 7,4.16
14-03-2018 8,0.39
14-03-2018 9,0.83
14-03-2018 10,1.76
14-03-2018 11,1.14
14-03-2018 12,3.8
14-03-2018 13,6.2
14-03-2018 14,4.41
14-03-2018 15,5.05
14-03-2018 16,3.81
14-03-2018 17,4.31
14-03-2018 18,3.82
14-03-2018 19,4.66
14-03-2018 20,4.74
14-03-2018 21,3.15
14-03-2018 22,0.79
14-03-2018 23,2.75
15-03-2018 0,0.99
15-03-2018 1,0.94
15-03-2018 2,1.76
15-03-2018 3,1
15-03-2018 4,2.5
15-03-2018 5,4.72
15-03-2018 6,5.06
15-03-2018 7,5.16
15-03-2018 8,1.23
15-03-2018 9,0.82
15-03-2018 10,1.16
15-03-2018 11,1.05
15-03-2018 12,1.54
15-03-2018 13,4.34
15-03-2018 14,4.49
15-03-2018 15,5.14
15-03-2018 16,5.66
15-03-2018 17,7.53
15-03-2018 18,7.87
15-03-2018 19,7.46
15-03-2018 20,5.72
15-03-2018 21,4.02
15-03-2018 22,3.36
15-03-2018 23,3.87
16-03-2018 0,3.26
16-03-2018 1,2.52
16-03-2018 2,3.74
16-03-2018 3,5.18
16-03-2018 4,6.98
16-03-2018 5,5.29
16-03-2018 6,6.26
16-03-2018 7,4.8
16-03-2018 8,1.8
16-03-2018 9,2.55
16-03-2018 10,2.35
16-03-2018 11,2.71
16-03-2018 12,5.32
16-03-2018 13,6.23
16-03-2018 14,5.05
16-03-2018 15,5.85
16-03-2018 16,4.75
16-03-2018 17,5.32
16-03-2018 18,4.69
16-03-2018 19,5.32
16-03-2018 20,3.64
16-03-2018 21,2.19
16-03-2018 22,1.88
16-03-2018 23,1.26
17-03-2018 0,1.42
17-03-2018 1,1.09
17-03-2018 2,1.57
17-03-2018 3,1.42
17-03-2018 4,2.21
17-03-2018 5,5.06
17-03-2018 6,5.48
17-03-2018 7,5.44
17-03-2018 8,6.53
17-03-2018 9,7.55
17-03-2018 10,6.67
17-03-2018 11,6.54
17-03-2018 12,3.8
17-03-2018 13,1.85
17-03-2018 14,0.84
17-03-2018 15,1.9
17-03-2018 16,0.62
17-03-2018 17,0.69
17-03-2018 18,5.09
17-03-2018 19,5.29
17-03-2018 20,5.51
17-03-2018 21,2.34
17-03-2018 22,0.36
17-03-2018 23,0.66
18-03-2018 0,0.98
18-03-2018 1,1.01
18-03-2018 2,1.32
18-03-2018 3,1.35
18-03-2018 4,1.99
18-03-2018 5,4.94
18-03-2018 6,5.02
18-03-2018 7,5.99
18-03-2018 8,6.17
18-03-2018 9,8.29
18-03-2018 10,7.46
18-03-2018 11,5.16
18-03-2018 12,4.44
18-03-2018 13,3.78
18-03-2018 14,4.49
18-03-2018 15,2.73
18-03-2018 16,2.22
18-03-2018 17,3.23
18-03-2018 18,3.84
18-03-2018 19,2.96
18-03-2018 20,4.17
18-03-2018 21,6
18-03-2018 22,5.03
18-03-2018 23,5.21
19-03-2018 0,4.68
19-03-2018 1,3.55
19-03-2018 2,5.21
19-03-2018 3,6.97
19-03-2018 4,6.84
19-03-2018 5,5.96
19-03-2018 6,4.2
19-03-2018 7,5.17
19-03-2018 8,1.03
19-03-2018 9,0.77
19-03-2018 10,2.17
19-03-2018 11,1.43
19-03-2018 12,3.02
19-03-2018 13,4.85
19-03-2018 14,4.61
19-03-2018 15,4.95
19-03-2018 16,4.42
19-03-2018 17,3.23
19-03-2018 18,5.85
19-03-2018 19,5.34
19-03-2018 20,3.69
19-03-2018 21,0.69
19-03-2018 22,1.31
19-03-2018 23,4.26
20-03-2018 0,3.22
20-03-2018 1,3.51
20-03-2018 2,3.98
20-03-2018 3,4.32
20-03-2018 4,2.96
20-03-2018 5,5.22
20-03-2018 6,5.64
20-03-2018 7,5.69
20-03-2018 8,1.09
20-03-2018 9,0.85
20-03-2018 10,1.72
20-03-2018 11,1.09
20-03-2018 12,1.35
20-03-2018 13,4.85
20-03-2018 14,4.02
20-03-2018 15,5.46
20-03-2018 16,2.45
20-03-2018 17,1.94
20-03-2018 18,3.42
20-03-2018 19,3.45
20-03-2018 20,1.61
20-03-2018 21,0.47
20-03-2018 22,0.54
20-03-2018 23,1.31
21-03-2018 0,0.74
21-03-2018 1,1.12
21-03-2018 2,2.77
21-03-2018 3,5.49
21-03-2018 4,4.72
21-03-2018 5,4.56
21-03-2018 6,3.96
21-03-2018 7,6.43
21-03-2018 8,0.66
21-03-2018 9,0.61
21-03-2018 10,0.77
21-03-2018 11,1.68
21-03-2018 12,4.27
21-03-2018 13,7.59
21-03-2018 14,4.99
21-03-2018 15,4.99
21-03-2018 16,3.5
21-03-2018 17,5.03
21-03-2018 18,8.17
21-03-2018 19,6.11
21-03-2018 20,1.76
21-03-2018 21,3.15
21-03-2018 22,5.2
21-03-2018 23,2.01
22-03-2018 0,0.37
22-03-2018 1,1.16
22-03-2018 2,1.6
22-03-2018 3,1.08
22-03-2018 4,2.35
22-03-2018 5,5.11
22-03-2018 6,4.51
22-03-2018 7,5.51
22-03-2018 8,0.38
22-03-2018 9,0.23
22-03-2018 10,0.79
22-03-2018 11,1.63
22-03-2018 12,0.7
22-03-2018 13,2.47
22-03-2018 14,2.36
22-03-2018 15,1.98
22-03-2018 16,3.63
22-03-2018 17,1.89
22-03-2018 18,3.15
22-03-2018 19,1.68
22-03-2018 20,1.71
22-03-2018 21,2.03
22-03-2018 22,5.21
22-03-2018 23,4.62
23-03-2018 0,3.21
23-03-2018 1,3.48
23-03-2018 2,5.02
23-03-2018 3,7.22
23-03-2018 4,5.69
23-03-2018 5,5.12
23-03-2018 6,4.45
23-03-2018 7,4.08
23-03-2018 8,1.05
23-03-2018 9,0.63
23-03-2018 10,2.71
23-03-2018 11,1.84
23-03-2018 12,2.7
23-03-2018 13,5.13
23-03-2018 14,4.94
23-03-2018 15,4.79
23-03-2018 16,5.88
23-03-2018 17,5.16
23-03-2018 18,4.12
23-03-2018 19,3.59
23-03-2018 20,1.83
23-03-2018 21,0.57
23-03-2018 22,0.57
23-03-2018 23,1.39
24-03-2018 0,0.61
24-03-2018 1,0.99
24-03-2018 2,1.7
24-03-2018 3,1.35
24-03-2018 4,1.09
24-03-2018 5,4.27
24-03-2018 6,5.49
24-03-2018 7,5.09
24-03-2018 8,4.5
24-03-2018 9,4.69
24-03-2018 10,4.16
24-03-2018 11,3.27
24-03-2018 12,4.26
24-03-2018 13,2.05
24-03-2018 14,1.22
24-03-2018 15,1.74
24-03-2018 16,3.16
24-03-2018 17,2.12
24-03-2018 18,2.49
24-03-2018 19,4.14
24-03-2018 20,3.53
24-03-2018 21,1.28
24-03-2018 22,0.82
24-03-2018 23,1.2
25-03-2018 0,0.46
25-03-2018 1,0.37
25-03-2018 2,0.76
25-03-2018 3,1.57
25-03-2018 4,3.15
25-03-2018 5,3.64
25-03-2018 6,3.93
25-03-2018 7,4.67
25-03-2018 8,4.74
25-03-2018 9,5.92
25-03-2018 10,5.64
25-03-2018 11,4.97
25-03-2018 12,4.58
25-03-2018 13,3.08
25-03-2018 14,2.06
25-03-2018 15,1.07
25-03-2018 16,1.91
25-03-2018 17,3.21
25-03-2018 18,1.3
25-03-2018 19,3.34
25-03-2018 20,3.35
25-03-2018 21,3.21
25-03-2018 22,4.15
26-03-2018 0,3.7
26-03-2018 1,3.55
26-03-2018 2,3.49
26-03-2018 3,4.12
26-03-2018 4,6.06
26-03-2018 5,4.84
26-03-2018 6,5.15
26-03-2018 7,4.8
26-03-2018 8,0.57
26-03-2018 9,0.53
26-03-2018 10,1.1
26-03-2018 11,1.89
26-03-2018 12,2.53
26-03-2018 13,4.16
26-03-2018 14,4.08
26-03-2018 15,5.01
26-03-2018 16,5.14
26-03-2018 17,3.64
26-03-2018 18,4.24
26-03-2018 19,4.98
26-03-2018 20,5.11
26-03-2018 21,3.33
26-03-2018 22,3.21
26-03-2018 23,4.3
27-03-2018 0,3.83
27-03-2018 1,2.42
27-03-2018 2,1.08
27-03-2018 3,0.84
27-03-2018 4,2.42
27-03-2018 5,4.9
27-03-2018 6,4.49
27-03-2018 7,5.59
27-03-2018 8,0.36
27-03-2018 9,0.72
27-03-2018 10,1.18
27-03-2018 11,1.94
27-03-2018 12,1.03
27-03-2018 13,4.51
27-03-2018 14,4.62
27-03-2018 15,5.28
27-03-2018 16,5.93
27-03-2018 17,5.66
27-03-2018 18,6.03
27-03-2018 19,4.28
27-03-2018 20,2.37
27-03-2018 21,2.3
27-03-2018 22,2.61
27-03-2018 23,1.71
28-03-2018 0,0.93
28-03-2018 1,0.9
28-03-2018 2,2.66
28-03-2018 3,5.04
28-03-2018 4,4.47
28-03-2018 5,4.47
28-03-2018 6,3.96
28-03-2018 7,5.03
28-03-2018 8,1.29
28-03-2018 9,2.51
28-03-2018 10,1.95
28-03-2018 11,2.45
28-03-2018 12,4.17
28-03-2018 13,2.08
28-03-2018 14,0.15
28-03-2018 15,0.15
28-03-2018 16,0.13
28-03-2018 17,0.84
28-03-2018 18,0.14
28-03-2018 19,0.13
28-03-2018 20,0.15
28-03-2018 21,0.17
28-03-2018 22,1.08
28-03-2018 23,0.16
29-03-2018 0,0.18
29-03-2018 1,0.19
29-03-2018 2,0.23
29-03-2018 3,0.27
29-03-2018 4,1.24
29-03-2018 5,0.49
29-03-2018 6,0.59
29-03-2018 7,0.77
29-03-2018 8,1
29-03-2018 9,0.94
29-03-2018 10,1.55
29-03-2018 11,0.87
29-03-2018 12,0.47
29-03-2018 13,0.76
29-03-2018 14,0.68
29-03-2018 15,0.56
29-03-2018 16,0.42
29-03-2018 17,0.8
29-03-2018 18,1.16
29-03-2018 19,0.59
29-03-2018 20,0.78
29-03-2018 21,1.05
29-03-2018 22,1.27
29-03-2018 23,1.49
30-03-2018 0,1.64
30-03-2018 1,2.34
30-03-2018 2,2.49
30-03-2018 3,2.04
30-03-2018 4,2.18
30-03-2018 5,2.35
30-03-2018 6,2.48
30-03-2018 7,2.51
30-03-2018 8,2.46
30-03-2018 9,2.37
30-03-2018 10,2.57
30-03-2018 11,1.11
30-03-2018 12,0.84
30-03-2018 13,0.57
30-03-2018 14,0.51
30-03-2018 15,0.36
30-03-2018 16,0.25
30-03-2018 17,0.19
30-03-2018 18,1.37
30-03-2018 19,0.33
30-03-2018 20,0.53
30-03-2018 21,0.81
30-03-2018 22,1.07
30-03-2018 23,1.37
31-03-2018 0,1.65
31-03-2018 1,1.97
31-03-2018 2,3.41
31-03-2018 3,2.45
31-03-2018 4,2.62
31-03-2018 5,2.74
31-03-2018 6,2.99
31-03-2018 7,3.04
31-03-2018 8,3.07
31-03-2018 9,3.27
31-03-2018 10,3.96
31-03-2018 11,2.3
31-03-2018 12,1.95
31-03-2018 13,1.68
31-03-2018 14,1.33
31-03-2018 15,1.22
31-03-2018 16,1.22
31-03-2018 17,1.2
31-03-2018 18,2.41
31-03-2018 19,1.27
31-03-2018 20,1.28
31-03-2018 21,1.55
31-03-2018 22,1.84
31-03-2018 23,1.97
01-04-2018 0,2.09
01-04-2018 1,2.22
01-04-2018 2,2.44
01-04-2018 3,3.52
01-04-2018 4,2.61
01-04-2018 5,5.09
01-04-2018 6,5.11
01-04-2018 7,5.1
01-04-2018 8,5.1
01-04-2018 9,5.03
01-04-2018 10,4.51
01-04-2018 11,5.54
01-04-2018 12,4.4
01-04-2018 13,4.3
01-04-2018 14,3.96
01-04-2018 15,3.95
01-04-2018 16,2.93
01-04-2018 17,3.53
01-04-2018 18,2.93
01-04-2018 19,3.14
01-04-2018 20,4.13
01-04-2018 21,2.09
01-04-2018 22,0.17
01-04-2018 23,0.17
02-04-2018 0,0.72
02-04-2018 1,0.92
02-04-2018 2,0.99
02-04-2018 3,2.74
02-04-2018 4,4.75
02-04-2018 5,5.96
02-04-2018 6,4.85
02-04-2018 7,4.67
02-04-2018 8,0.67
02-04-2018 9,0.73
02-04-2018 10,3.13
02-04-2018 11,5.03
02-04-2018 12,3.56
02-04-2018 13,6.47
02-04-2018 14,4.96
02-04-2018 15,4
02-04-2018 16,3.74
02-04-2018 17,2.48
02-04-2018 18,5.11
02-04-2018 19,5.35
02-04-2018 20,6.59
02-04-2018 21,3.23
02-04-2018 22,0.57
02-04-2018 23,0.43
03-04-2018 0,1.24
03-04-2018 1,1.8
03-04-2018 2,0.84
03-04-2018 3,0.91
03-04-2018 4,2.33
03-04-2018 5,5.53
03-04-2018 6,4.62
03-04-2018 7,5.1
03-04-2018 8,1.37
03-04-2018 9,0.82
03-04-2018 10,1.32
03-04-2018 11,1.21
03-04-2018 12,1.8
03-04-2018 13,4.9
03-04-2018 14,4.9
03-04-2018 15,5.22
03-04-2018 16,7.47
03-04-2018 17,8.37
03-04-2018 18,8.7
03-04-2018 19,6.89
03-04-2018 20,3.1
03-04-2018 21,2.31
03-04-2018 22,5.03
03-04-2018 23,3.85
04-04-2018 0,3.77
04-04-2018 1,3.74
04-04-2018 2,6.07
04-04-2018 3,5.7
04-04-2018 4,4.81
04-04-2018 5,5.49
04-04-2018 6,3.71
04-04-2018 7,5.31
04-04-2018 8,0.6
04-04-2018 9,0.44
04-04-2018 10,0.9
04-04-2018 11,2.06
04-04-2018 12,2.74
04-04-2018 13,4.44
04-04-2018 14,4.36
04-04-2018 15,4.29
04-04-2018 16,5.22
04-04-2018 17,4.24
04-04-2018 18,3.09
04-04-2018 19,4.68
04-04-2018 20,5
04-04-2018 21,4.26
04-04-2018 22,3.33
04-04-2018 23,3.74
05-04-2018 0,3.04
05-04-2018 1,3.16
05-04-2018 2,1.18
05-04-2018 3,0.95
05-04-2018 4,1.68
05-04-2018 5,4.94
05-04-2018 6,4.52
05-04-2018 7,5.07
05-04-2018 8,0.45
05-04-2018 9,0.25
05-04-2018 10,0.56
05-04-2018 11,1.15
05-04-2018 12,1.59
05-04-2018 13,4.2
05-04-2018 14,5.09
05-04-2018 15,6.85
05-04-2018 16,3.18
05-04-2018 17,3.12
05-04-2018 18,5.42
05-04-2018 19,2.23
05-04-2018 20,1.43
05-04-2018 21,3.3
05-04-2018 22,4.76
05-04-2018 23,1.67
06-04-2018 0,0.96
06-04-2018 1,0.77
06-04-2018 2,2.36
06-04-2018 3,4.32
06-04-2018 4,6.36
06-04-2018 5,4.48
06-04-2018 6,4.71
06-04-2018 7,4.26
06-04-2018 8,0.39
06-04-2018 9,0.2
06-04-2018 10,1.64
06-04-2018 11,1.05
06-04-2018 12,2.24
06-04-2018 13,4.89
06-04-2018 14,5.87
06-04-2018 15,5.77
06-04-2018 16,6.97
06-04-2018 17,5.17
06-04-2018 18,6.38
06-04-2018 19,5.24
06-04-2018 20,3.66
06-04-2018 21,1.6
06-04-2018 22,1.07
06-04-2018 23,0.77
07-04-2018 0,0.34
07-04-2018 1,0.48
07-04-2018 2,1.79
07-04-2018 3,0.83
07-04-2018 4,0.8
07-04-2018 5,4.06
07-04-2018 6,4.55
07-04-2018 7,5.7
07-04-2018 8,4.61
07-04-2018 9,4.52
07-04-2018 10,3.74
07-04-2018 11,4.28
07-04-2018 12,3.25
07-04-2018 13,4.12
07-04-2018 14,3.07
07-04-2018 15,1.42
07-04-2018 16,1.05
07-04-2018 17,1.06
07-04-2018 18,1.19
07-04-2018 19,3.81
07-04-2018 20,2.42
07-04-2018 21,1.32
07-04-2018 22,0.68
07-04-2018 23,1.14
08-04-2018 0,0.22
08-04-2018 1,0.24
08-04-2018 2,1.06
08-04-2018 3,0.65
08-04-2018 4,0.78
08-04-2018 5,2.79
08-04-2018 6,3.76
08-04-2018 7,3.84
08-04-2018 8,3.58
08-04-2018 9,4.47
08-04-2018 10,6.56
08-04-2018 11,6.47
08-04-2018 12,3.64
08-04-2018 13,2.59
08-04-2018 14,3.66
08-04-2018 15,3.47
08-04-2018 16,3.71
08-04-2018 17,4.08
08-04-2018 18,3.95
08-04-2018 19,4.09
08-04-2018 20,4.66
08-04-2018 21,1.54
08-04-2018 22,0.73
08-04-2018 23,1.13
09-04-2018 0,0.29
09-04-2018 1,0.51
09-04-2018 2,1.29
09-04-2018 3,2.09
09-04-2018 4,4.5
09-04-2018 5,3.98
09-04-2018 6,4.2
09-04-2018 7,3.76
09-04-2018 8,1.09
09-04-2018 9,0.15
09-04-2018 10,0.55
09-04-2018 11,0.94
09-04-2018 12,2.74
09-04-2018 13,4.67
09-04-2018 14,4.03
09-04-2018 15,4.28
09-04-2018 16,3.36
09-04-2018 17,3.05
09-04-2018 18,3.95
09-04-2018 19,2.43
09-04-2018 20,2.65
09-04-2018 21,2.04
09-04-2018 22,4.56
09-04-2018 23,3.01
10-04-2018 0,3.75
10-04-2018 1,3.2
10-04-2018 2,3.74
10-04-2018 3,2.42
10-04-2018 4,2.55
10-04-2018 5,4.01
10-04-2018 6,4.44
10-04-2018 7,4.57
10-04-2018 8,0.34
10-04-2018 9,0.21
10-04-2018 10,0.66
10-04-2018 11,1.47
10-04-2018 12,1
10-04-2018 13,3.87
10-04-2018 14,3.83
10-04-2018 15,4.19
10-04-2018 16,4.6
10-04-2018 17,3.19
10-04-2018 18,4.26
10-04-2018 19,4.1
10-04-2018 20,1.73
10-04-2018 21,3.45
10-04-2018 22,3.79
10-04-2018 23,3.57
11-04-2018 0,3.45
11-04-2018 1,3.56
11-04-2018 2,4.8
11-04-2018 3,5.54
11-04-2018 4,3.7
11-04-2018 5,3.57
11-04-2018 6,3.9
11-04-2018 7,3.67
11-04-2018 8,0.61
11-04-2018 9,0.55
11-04-2018 10,1.59
11-04-2018 11,1.13
11-04-2018 12,1.96
11-04-2018 13,4.42
11-04-2018 14,1.67
11-04-2018 15,1.83
11-04-2018 16,1.26
11-04-2018 17,0.56
11-04-2018 18,0.78
11-04-2018 19,1.88
11-04-2018 20,0.9
11-04-2018 21,1.26
11-04-2018 22,0.55
11-04-2018 23,1.16
12-04-2018 0,0.22
12-04-2018 1,0.19
12-04-2018 2,1.1
12-04-2018 3,0.67
12-04-2018 4,0.81
12-04-2018 5,3.7
12-04-2018 6,3.99
12-04-2018 7,4.96
12-04-2018 8,0.78
12-04-2018 9,0.79
12-04-2018 10,1.4
12-04-2018 11,2.54
12-04-2018 12,0.98
12-04-2018 13,1.66
12-04-2018 14,1.39
12-04-2018 15,2.43
12-04-2018 16,1.04
12-04-2018 17,0.98
12-04-2018 18,1.88
12-04-2018 19,2.09
12-04-2018 20,1.21
12-04-2018 21,0.64
12-04-2018 22,1.29
12-04-2018 23,0.36
13-04-2018 0,0.31
13-04-2018 1,0.9
13-04-2018 2,2.31
13-04-2018 3,3.41
13-04-2018 4,3.51
13-04-2018 5,2.98
13-04-2018 6,2.98
13-04-2018 7,3.99
13-04-2018 8,0.8
13-04-2018 9,0.39
13-04-2018 10,1.47
13-04-2018 11,2.88
13-04-2018 12,3.14
13-04-2018 13,3.05
13-04-2018 14,4.16
13-04-2018 15,2.8
13-04-2018 16,4.83
13-04-2018 17,2.7
13-04-2018 18,2.91
13-04-2018 19,1.96
13-04-2018 20,1.86
13-04-2018 21,1.72
13-04-2018 22,0.5
13-04-2018 23,1.2
14-04-2018 0,0.25
14-04-2018 1,0.19
14-04-2018 2,0.42
14-04-2018 3,1.44
14-04-2018 4,0.69
14-04-2018 5,3.12
14-04-2018 6,3.58
14-04-2018 7,4.48
14-04-2018 8,3.36
14-04-2018 9,2.99
14-04-2018 10,3.53
14-04-2018 11,3.25
14-04-2018 12,2.56
14-04-2018 13,1.37
14-04-2018 14,1.39
14-04-2018 15,2.2
14-04-2018 16,1.13
14-04-2018 17,1.1
14-04-2018 18,2.07
14-04-2018 19,0.88
14-04-2018 20,1.63
14-04-2018 21,3.2
14-04-2018 22,0.91
14-04-2018 23,0.48
15-04-2018 0,0.37
15-04-2018 1,1
15-04-2018 2,0.22
15-04-2018 3,0.37
15-04-2018 4,0.44
15-04-2018 5,1.68
15-04-2018 6,2.79
15-04-2018 7,2.86
15-04-2018 8,2.86
15-04-2018 9,2.94
15-04-2018 10,1.85
15-04-2018 11,1.76
15-04-2018 12,2
15-04-2018 13,2.3
15-04-2018 14,1.44
15-04-2018 15,0.71
15-04-2018 16,0.86
15-04-2018 17,3.74
15-04-2018 18,5.93
15-04-2018 19,4.33
15-04-2018 20,5.91
15-04-2018 21,3.13
15-04-2018 22,0.62
15-04-2018 23,1.01
16-04-2018 0,0.24
16-04-2018 1,0.44
16-04-2018 2,0.51
16-04-2018 3,1.93
16-04-2018 4,3.17
16-04-2018 5,2.72
16-04-2018 6,3.86
16-04-2018 7,2.94
16-04-2018 8,0.3
16-04-2018 9,0.96
16-04-2018 10,0.58
16-04-2018 11,0.79
16-04-2018 12,1.87
16-04-2018 13,3.28
16-04-2018 14,4.08
16-04-2018 15,3.5
16-04-2018 16,4.01
16-04-2018 17,3.04
16-04-2018 18,3.61
16-04-2018 19,4.08
16-04-2018 20,3.31
16-04-2018 21,3.05
16-04-2018 22,0.94
16-04-2018 23,0.84
17-04-2018 0,0.71
17-04-2018 1,1.16
17-04-2018 2,0.63
17-04-2018 3,0.77
17-04-2018 4,0.73
17-04-2018 5,6.09
17-04-2018 6,3.76
17-04-2018 7,4.57
17-04-2018 8,0.57
17-04-2018 9,0.43
17-04-2018 10,0.72
17-04-2018 11,0.91
17-04-2018 12,1.64
17-04-2018 13,2.95
17-04-2018 14,3.28
17-04-2018 15,3.84
17-04-2018 16,3.86
17-04-2018 17,3.85
17-04-2018 18,2.81
17-04-2018 19,2.72
17-04-2018 20,2.94
17-04-2018 21,5.21
17-04-2018 22,5.26
17-04-2018 23,3.59
18-04-2018 0,3.56
18-04-2018 1,3.47
18-04-2018 2,4.84
18-04-2018 3,5.51
18-04-2018 4,5.4
18-04-2018 5,3.53
18-04-2018 6,3.96
18-04-2018 7,3.5
18-04-2018 8,0.71
18-04-2018 9,1.34
18-04-2018 10,1.03
18-04-2018 11,1.28
18-04-2018 12,3.81
18-04-2018 13,4.81
18-04-2018 14,4.08
18-04-2018 15,3.99
18-04-2018 16,3.45
18-04-2018 17,2.47
18-04-2018 18,1.66
18-04-2018 19,1.51
18-04-2018 20,3
18-04-2018 21,0.65
18-04-2018 22,2.7
18-04-2018 23,2.89
19-04-2018 0,0.41
19-04-2018 1,0.24
19-04-2018 2,0.44
19-04-2018 3,1.47
19-04-2018 4,1.42
19-04-2018 5,2.66
19-04-2018 6,3.67
19-04-2018 7,3.91
19-04-2018 8,0.49
19-04-2018 9,0.37
19-04-2018 10,0.2
19-04-2018 11,1.28
19-04-2018 12,0.64
19-04-2018 13,2.14
19-04-2018 14,2.22
19-04-2018 15,2.31
19-04-2018 16,1.25
19-04-2018 17,0.71
19-04-2018 18,1.38
19-04-2018 19,3.87
19-04-2018 20,0.46
19-04-2018 21,0.42
19-04-2018 22,0.38
19-04-2018 23,3.63
20-04-2018 0,2.99
20-04-2018 1,3.02
20-04-2018 2,3.53
20-04-2018 3,5.14
20-04-2018 4,4.07
20-04-2018 5,2.5
20-04-2018 6,2.82
20-04-2018 7,3.39
20-04-2018 8,0.46
20-04-2018 9,0.38
20-04-2018 10,0.5
20-04-2018 11,1.57
20-04-2018 12,0.8
20-04-2018 13,0.83
20-04-2018 14,0.79
20-04-2018 15,0.69
20-04-2018 16,2.14
20-04-2018 17,1.09
20-04-2018 18,2.92
20-04-2018 19,2.49
20-04-2018 20,2.36
20-04-2018 21,2.16
20-04-2018 22,1.16
20-04-2018 23,0.46
21-04-2018 0,1.28
21-04-2018 1,0.26
21-04-2018 2,0.23
21-04-2018 3,0.38
21-04-2018 4,1.18
21-04-2018 5,2.38
21-04-2018 6,2.79
21-04-2018 7,3.52
21-04-2018 8,3.74
21-04-2018 9,2.99
21-04-2018 10,3.34
21-04-2018 11,2.51
21-04-2018 12,2.35
21-04-2018 13,3.31
21-04-2018 14,3.54
21-04-2018 15,1.72
21-04-2018 16,1.13
21-04-2018 17,3.98
21-04-2018 18,1.28
21-04-2018 19,0.85
21-04-2018 20,1.56
21-04-2018 21,1.9
21-04-2018 22,1.45
21-04-2018 23,0.42
22-04-2018 0,0.3
22-04-2018 1,0.73
22-04-2018 2,0.67
22-04-2018 3,0.68
22-04-2018 4,0.61
22-04-2018 5,3.39
22-04-2018 6,4.45
22-04-2018 7,4.01
22-04-2018 8,3.88
22-04-2018 9,4.36
22-04-2018 10,4.32
22-04-2018 11,4.45
22-04-2018 12,4.39
22-04-2018 13,3.99
22-04-2018 14,4.68
22-04-2018 15,2.56
22-04-2018 16,1.6
22-04-2018 17,2.69
22-04-2018 18,1.76
22-04-2018 19,1.42
22-04-2018 20,3.58
22-04-2018 21,6.28
22-04-2018 22,5.37
22-04-2018 23,3.63
23-04-2018 0,2.97
23-04-2018 1,3.18
23-04-2018 2,2.4
23-04-2018 3,1.81
23-04-2018 4,3.63
23-04-2018 5,3.83
23-04-2018 6,3.01
23-04-2018 7,3.79
23-04-2018 8,0.3
23-04-2018 9,0.18
23-04-2018 10,0.4
23-04-2018 11,1.12
23-04-2018 12,2.57
23-04-2018 13,3.65
23-04-2018 14,3.79
23-04-2018 15,4.85
23-04-2018 16,3.55
23-04-2018 17,3.05
23-04-2018 18,2.74
23-04-2018 19,3.02
23-04-2018 20,2.81
23-04-2018 21,2.43
23-04-2018 22,3.37
23-04-2018 23,4.14
24-04-2018 0,2.97
24-04-2018 1,3.02
24-04-2018 2,3.69
24-04-2018 3,3.92
24-04-2018 4,3.35
24-04-2018 5,3.94
24-04-2018 6,4.06
24-04-2018 7,3.91
24-04-2018 8,0.71
24-04-2018 9,0.19
